"collection_id","reference","player_name","team_name","card_type","card_sub_type","season","image_url","is_rookie_card","rarity","serial_number","numbering","base_card_id","is_variant","variants"
"9","54","Arouna Sangante","Havre AC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","55","Christopher Opéri","Havre AC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","56","Lucas Chevalier","LOSC Lille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","57","Jonathan David","LOSC Lille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","58","Alan Virginius","LOSC Lille","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","59","Adam Ounas","LOSC Lille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","60","Rémy Cabella","LOSC Lille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","61","Hákon Arnar Haraldsson","LOSC Lille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","62","Benjamin André","LOSC Lille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","63","Angel Gomes","LOSC Lille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","64","Leny Yoro","LOSC Lille","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","65","Tiago Santos","LOSC Lille","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","66","Alexsandro","LOSC Lille","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","67","Bafodé Diakité","LOSC Lille","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","68","Yusuf Yazici","LOSC Lille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","69","Edon Zhegrova","LOSC Lille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","70","Benjamin Lecomte","Montpellier Hérault SC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","71","Akor Adams","Montpellier Hérault SC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","72","Mousa Al-Tamari","Montpellier Hérault SC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","73","Téji Savanier","Montpellier Hérault SC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","74","Wahbi Khazri","Montpellier Hérault SC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","75","Jordan Ferri","Montpellier Hérault SC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","76","Joris Chotard","Montpellier Hérault SC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","77","Falaye Sacko","Montpellier Hérault SC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","78","Khalil Fayad","Montpellier Hérault SC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","79","Kiki Kouyaté","Montpellier Hérault SC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","80","Arnaud Nordin","Montpellier Hérault SC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","81","Dante","OGC Nice","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","82","Terem Moffi","OGC Nice","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","83","Gaëtan Laborde","OGC Nice","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","84","Badredine Bouanani","OGC Nice","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","85","Youssouf Ndayishimiye","OGC Nice","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","86","Khéphren Thuram","OGC Nice","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","87","Morgan Sanson","OGC Nice","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","88","Youcef Atal","OGC Nice","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","89","Jean-Clair Todibo","OGC Nice","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","90","Marcin Bułka","OGC Nice","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","91","Melvin Bard","OGC Nice","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","92","Evann Guessand","OGC Nice","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","93","Pablo Rosario","OGC Nice","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","94","Sofiane Diop","OGC Nice","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","95","Pau López","Olympique de Marseille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
